BVP_mean,BVP_std,BVP_min,BVP_max,BVP_median,BVP_skew,BVP_kurt,BVP_p25,BVP_p75,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,TEMP_median,TEMP_skew,TEMP_kurt,TEMP_p25,TEMP_p75,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_x_median,ACC_x_skew,ACC_x_kurt,ACC_x_p25,ACC_x_p75,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_y_median,ACC_y_skew,ACC_y_kurt,ACC_y_p25,ACC_y_p75,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,ACC_z_median,ACC_z_skew,ACC_z_kurt,ACC_z_p25,ACC_z_p75,label,subject,cond
-0.00040069048,0.47342417,-1.2072427,1.7449402,0.044852607,0.046571154,0.035050154,-0.35210568,0.35114512,1.132564,0.016278228,1.094454,1.1645942,1.1323941,-0.31656757,-0.50125766,1.1223766,1.1437566,0.32352668,0.5613134,-1.207569,2.1721406,0.40181658,0.0662872,-0.21159005,-0.0809991,0.72369367,-1.1371254,0.49102506,-3.0162175,0.41475368,-1.1101224,0.051932164,0.13580441,-1.4913415,-0.7289034,0.47783104,0.4650745,-0.8607492,1.790538,0.5346651,0.07972876,-0.06549287,0.11604082,0.813748,0,S01,AEROBIC
-0.0007657698,0.46846753,-1.1303478,1.6643988,0.017304298,-0.10543482,-0.35722852,-0.3256743,0.35445404,1.10668,0.017280415,1.0818465,1.1445279,1.1027598,0.22408085,-1.1656711,1.0886273,1.1223756,0.27205986,0.54715073,-1.207569,2.1721406,0.24087802,0.07346845,-0.0914433,-0.0809991,0.72369367,-1.0449976,0.45631698,-3.0162175,0.41475368,-1.1101224,-0.19935104,0.65970206,-1.3007319,-0.7289034,0.5063208,0.46090478,-0.8607492,1.9300795,0.5346651,0.07779661,-0.08837509,0.25558224,0.813748,0,S01,AEROBIC
0.00020219386,0.44013494,-1.1303478,1.0602891,0.030128283,-0.16422434,-0.6205075,-0.30824888,0.31299034,1.0822079,0.013702748,1.0617366,1.1150547,1.0827183,0.383477,-0.44919777,1.0726007,1.0886207,0.29117134,0.5128996,-1.3685075,2.011202,0.24087802,0.023487572,-0.13664794,-0.0809991,0.5627551,-1.118263,0.40997893,-2.6349986,0.7959727,-1.1101224,-0.0025011443,0.7342658,-1.3007319,-0.9195129,0.518676,0.45089456,-0.8607492,1.9300795,0.5346651,0.038192622,0.02317357,0.25558224,0.813748,0,S01,AEROBIC
0.0010579615,0.43487868,-1.048715,1.0573071,0.03693051,-0.15642731,-0.7373855,-0.31729957,0.31158426,1.057357,0.016374148,1.0214031,1.0847269,1.0624851,-0.22422235,-0.9915416,1.0429741,1.0725969,0.31682092,0.5117144,-1.3685075,2.1721406,0.40181658,0.015527215,-0.12662697,-0.0809991,0.72369367,-1.1605545,0.41827443,-2.6349986,0.7959727,-1.1101224,0.13437378,0.71840835,-1.4913415,-0.9195129,0.48902342,0.46593603,-1.2793735,2.0696208,0.5346651,0.09648343,0.025996923,0.11604082,0.813748,0,S01,AEROBIC
-0.0020471567,0.4845078,-1.5009459,1.9697837,0.030961737,-0.031407107,0.31840396,-0.31400394,0.31614697,1.0329969,0.013882858,1.0052823,1.0645261,1.0329418,0.06298576,-0.6026976,1.0231011,1.0429741,0.3599055,0.53932667,-1.3685075,2.4940178,0.40181658,0.024399864,0.1404264,0.079939455,0.72369367,-1.1808068,0.4156052,-2.444389,0.22414418,-1.1101224,0.042847212,0.014517307,-1.4913415,-0.9195129,0.43059048,0.46555907,-1.2793735,2.0696208,0.3951237,0.039216965,0.15411901,0.11604082,0.67420655,0,S01,AEROBIC
-0.002219751,0.47740543,-1.7267456,1.9697837,-0.0016059858,-0.004157444,1.0685005,-0.30328107,0.29620913,1.0140187,0.012548829,0.9917575,1.0351098,1.0131276,-0.05172177,-1.2611226,1.0032356,1.0235062,0.3667789,0.5351736,-1.3685075,2.4940178,0.40181658,0.08980596,0.11354303,-0.0809991,0.72369367,-1.1504283,0.40992466,-2.2537794,0.22414418,-1.1101224,-0.055845436,-0.16557622,-1.4913415,-0.9195129,0.41198495,0.4733791,-1.139832,1.790538,0.3951237,-0.18625292,-0.03554368,0.11604082,0.67420655,0,S01,AEROBIC
-0.0016004848,0.45006087,-1.7267456,1.3081201,-0.0016059858,-0.1084851,0.20838141,-0.31300443,0.30882582,0.9946317,0.014457972,0.9620797,1.0269101,0.99357295,0.086064704,-0.101846695,0.9841064,1.0032356,0.35789376,0.5124324,-1.0466304,2.011202,0.40181658,0.1780658,-0.123925924,-0.0809991,0.72369367,-1.1752472,0.39773485,-2.444389,0.033534665,-1.1101224,-0.12603559,-0.1065197,-1.4913415,-0.9195129,0.44934133,0.50308496,-1.139832,2.0696208,0.5346651,-0.15995902,-0.08517933,0.11604082,0.813748,0,S01,AEROBIC
0.0040373784,0.51791596,-1.7806313,1.8646457,0.032327928,-0.029041462,0.23429847,-0.3485956,0.3530297,0.9719544,0.014212576,0.9523223,0.99555326,0.9664705,0.24774131,-1.3157997,0.9629074,0.9841007,0.34884098,0.5282851,-1.0466304,2.1721406,0.40181658,0.19676155,-0.0893271,-0.0809991,0.72369367,-1.19133,0.40325424,-2.6349986,0.033534665,-1.1101224,-0.23398598,0.20598102,-1.4913415,-0.9195129,0.47332498,0.5052257,-1.0002906,2.0696208,0.5346651,-0.032496203,-0.08159518,0.11604082,0.813748,0,S01,AEROBIC
0.0024410225,0.71864104,-4.733042,3.6043932,0.018025806,-0.30545753,9.825322,-0.36075154,0.38311654,0.9470804,0.016312141,0.9120494,0.97552675,0.9534271,-0.5566294,-0.784379,0.9303586,0.96299124,0.16728213,0.74269426,-5.874787,6.356543,0.079939455,0.2927085,17.22185,-0.24193765,0.5627551,-0.5337272,0.8365775,-5.494141,2.3208487,-0.5382939,-0.051873073,0.6047697,-1.1101224,0.22414418,0.27462384,0.5377539,-2.9538708,1.790538,0.25558224,-0.6290512,3.05273,-0.023500614,0.5346651,0,S01,AEROBIC
0.006588864,0.6510658,-4.733042,3.6043932,0.0237904,-0.44533148,15.187906,-0.30967742,0.3354516,0.92155,0.016572827,0.89230525,0.9559266,0.91786337,0.30822423,-0.8234234,0.9126582,0.9303349,-0.016958969,0.74765,-5.874787,6.356543,-0.0809991,0.857706,18.942137,-0.4028762,0.40181658,0.06649423,0.53288686,-5.494141,3.464506,0.033534665,-1.0436833,16.18116,-0.15707485,0.41475368,0.16865958,0.485594,-2.9538708,1.5114552,0.11604082,-1.0245439,4.3950076,-0.023500614,0.5346651,0,S01,AEROBIC
0.0022214712,0.9058473,-6.530844,5.287991,0.004872403,-0.66641825,14.7987385,-0.34042573,0.35605776,0.8988294,0.012735369,0.8827108,0.9259437,0.8947546,0.34730867,-1.0772252,0.8841363,0.9129567,0.06049271,0.59528196,-2.1732004,4.586219,0.079939455,0.76580137,5.2832565,-0.24193765,0.40181658,0.14452499,0.4628049,-1.3007319,3.464506,0.22414418,0.54441446,3.425405,-0.15707485,0.41475368,-0.022773838,0.5372605,-2.5352464,1.5114552,-0.023500614,-0.38186952,1.0464959,-0.3025835,0.3951237,0,S01,AEROBIC
-0.007975215,0.9177872,-6.530844,5.287991,-0.016549025,-0.5908342,13.938774,-0.35503414,0.3542212,0.8816049,0.009813404,0.8613806,0.9060157,0.8839009,0.087788545,-0.4808967,0.87406576,0.88560975,0.19745812,0.54722863,-1.8513232,3.459649,0.24087802,0.37014708,1.9075642,-0.24193765,0.5627551,0.17291786,0.43789494,-1.3007319,2.1302392,0.22414418,0.11440289,0.8193028,-0.15707485,0.41475368,-0.3185726,0.4815653,-2.5352464,1.5114552,-0.3025835,-0.17716171,1.0541091,-0.58166635,-0.023500614,0,S01,AEROBIC
-0.0013957623,0.39515668,-1.2171451,1.9507214,0.012177954,0.17722926,0.99705744,-0.25554538,0.27576855,0.8622914,0.015041342,0.8374598,0.8973157,0.8641927,-0.014374881,-1.073626,0.8491643,0.8740733,0.25445718,0.5345851,-1.207569,2.9768333,0.24087802,0.28744233,0.46708035,-0.0809991,0.5627551,0.09607841,0.39514333,-1.3007319,1.5584108,0.033534665,-0.12067497,0.14331603,-0.15707485,0.41475368,-0.34996942,0.47669485,-1.9770807,1.0928309,-0.4421249,0.063360624,-0.06567955,-0.7212078,-0.023500614,0,S01,AEROBIC
-0.0026022831,0.37755954,-1.0134656,0.9088387,0.009465069,-0.12202694,-0.6437671,-0.2552219,0.28031582,0.84111,0.011971911,0.8230861,0.8764118,0.83929414,0.6932217,0.41532135,0.83422023,0.84916246,0.20248745,0.54041314,-1.6903846,2.011202,0.24087802,0.2281404,0.0505805,-0.24193765,0.5627551,0.17907299,0.40092826,-1.1101224,1.3678013,0.22414418,-0.23208025,0.037135124,-0.15707485,0.41475368,-0.32351467,0.462903,-1.9770807,1.2323723,-0.3025835,-0.01080835,0.042333364,-0.58166635,-0.023500614,0,S01,AEROBIC
-0.0051930347,0.42444414,-1.2396171,1.4071975,0.010448367,-0.025475271,-0.20726275,-0.31182906,0.3105598,0.8226084,0.012196148,0.792565,0.8403876,0.82438797,-0.39902684,-0.73842096,0.81439936,0.8342184,0.23953685,0.61437327,-1.6903846,2.6549563,0.24087802,0.6110533,0.702302,-0.24193765,0.5627551,0.09190883,0.6838286,-3.3974366,1.3678013,0.22414418,-1.9635309,4.868301,-0.15707485,0.41475368,-0.3937215,0.5388158,-2.5352464,1.2323723,-0.3025835,-0.74359846,1.2267494,-0.7212078,-0.023500614,0,S01,AEROBIC
-3.6658348e-05,0.43097436,-1.2396171,1.4071975,0.0042514787,-0.005768974,-0.26451516,-0.29785517,0.33441737,0.80172855,0.014699437,0.77207613,0.82803017,0.8042648,-0.13935584,-0.999877,0.7863773,0.8143956,0.20634326,0.6472609,-1.3685075,2.6549563,0.079939455,0.43631244,0.46895885,-0.24193765,0.5627551,0.101439305,0.7004565,-3.3974366,1.9396298,0.22414418,-1.8156385,4.4984255,-0.15707485,0.41475368,-0.32961962,0.5640932,-2.5352464,1.2323723,-0.3025835,-0.6775085,0.9872792,-0.58166635,0.11604082,0,S01,AEROBIC
0.004875532,0.41087538,-1.0788492,0.8765129,-0.018032717,-0.012078301,-0.830168,-0.291279,0.34355235,0.77702075,0.016783664,0.7539408,0.8075375,0.77868783,0.1439678,-1.248573,0.7598149,0.78673977,0.13710617,0.59677327,-1.8513232,1.8502636,0.079939455,0.019406145,-0.084201574,-0.24193765,0.5627551,0.18046284,0.4456446,-1.8725605,1.9396298,0.22414418,-0.1449799,0.9979515,-0.15707485,0.41475368,-0.20417769,0.476956,-1.6979978,1.5114552,-0.16304205,0.055259164,-0.038351536,-0.58166635,0.11604082,0,S01,AEROBIC
0.003391319,0.5068908,-1.6213456,2.5649104,-0.023228124,0.61959106,2.1720657,-0.328628,0.34690726,0.7525144,0.014465764,0.72332877,0.7881913,0.75481725,0.3498392,-0.17920613,0.7436305,0.75981396,0.1451531,0.6748828,-4.748217,4.264342,0.16040874,-0.14341275,4.7340837,-0.24193765,0.5627551,0.19872957,0.51913154,-1.6819509,3.0832868,0.22414418,0.51936644,2.1353202,-0.15707485,0.41475368,-0.2608664,0.52159536,-2.1166222,1.5114552,-0.3025835,0.008923186,0.426682,-0.58166635,0.11604082,0,S01,AEROBIC
-0.0008263476,0.5125276,-1.6213456,2.5649104,-0.028668728,0.6194398,2.0827541,-0.34731454,0.32218617,0.7297979,0.014742869,0.6961998,0.756465,0.73408675,-0.04509266,-0.9378257,0.71540004,0.7436239,0.10810371,0.64338946,-4.748217,4.264342,0.079939455,-0.082595065,6.007824,-0.24193765,0.4420512,0.29879957,0.51074564,-1.6819509,3.0832868,0.22414418,0.38730967,2.0583467,0.033534665,0.6053632,-0.27118665,0.4861764,-2.1166222,1.5114552,-0.3025835,-0.050958063,0.5756645,-0.58166635,0.11604082,0,S01,AEROBIC
-0.003760858,0.4152389,-1.1131563,1.257282,-0.018136196,0.04647732,-0.42415452,-0.30384913,0.30721918,0.70114607,0.01910007,0.67480123,0.7370108,0.69753385,0.12998685,-1.3161014,0.6803863,0.71540004,0.13727382,0.528545,-1.5294461,2.4940178,0.079939455,0.30409434,0.44806075,-0.24193765,0.40181658,0.26842117,0.42359716,-1.3007319,2.3208487,0.22414418,-0.19674993,0.6999886,0.033534665,0.6053632,-0.29764137,0.41401526,-1.6979978,0.9532894,-0.3025835,-0.13017616,0.2567489,-0.58166635,-0.023500614,0,S01,AEROBIC
0.0010174077,0.41134503,-1.1131563,1.2820779,-0.010650625,0.08630769,-0.089411974,-0.27924687,0.3022001,0.6737156,0.013928725,0.63220704,0.69761723,0.6753726,-0.4087106,0.2449162,0.6654115,0.6803835,0.11095366,0.5304605,-1.207569,2.011202,0.079939455,0.29598504,0.044893265,-0.24193765,0.40181658,0.32838377,0.41958863,-1.3007319,1.5584108,0.41475368,-0.211912,0.18628907,0.033534665,0.6053632,-0.28921077,0.40556094,-1.6979978,0.813748,-0.3025835,-0.2773303,0.29805183,-0.58166635,-0.023500614,0,S01,AEROBIC
